company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,sched_dep,actual_dep,delay_min,passengers,Hot Transfer,Origin,Transfer,transfer_ratio,ssr_count,tight_ground,high_load,delay_norm,ssr_norm,bag_ratio_norm,load_norm,tight_flag,high_load_flag,difficulty_score,daily_rank,difficulty_cat
UA,1387,2025-08-07,ORD,SFO,2025-08-07T08:50:00Z,2025-08-07T11:29:00Z,2025-08-07T13:26:00Z,2025-08-07T16:16:00Z,364,B777-2HD,Mainline,690,92,87,2025-08-07 08:50:00+00:00,2025-08-07 13:26:00+00:00,276.0,426,18,156,47,47.0,1.0,False,True,0.28336557059961315,0.1111111111111111,0.13428571428571429,0.8026565464895635,0,1,0.2946203455571617,6.0,Difficult
UA,2418,2025-08-08,ORD,PHL,2025-08-08T07:35:00Z,2025-08-08T10:47:00Z,2025-08-08T07:28:00Z,2025-08-08T10:42:00Z,150,A320-200,Mainline,67,84,52,2025-08-08 07:35:00+00:00,2025-08-08 07:28:00+00:00,-7.0,173,0,61,61,61.0,2.0,False,False,0.00967117988394584,0.2222222222222222,0.1742857142857143,0.32258064516129037,0,0,0.14671907029902914,93.0,Difficult
UA,912,2025-08-05,ORD,KEF,2025-08-05T21:10:00Z,2025-08-06T08:30:00Z,2025-08-05T21:07:00Z,2025-08-06T08:32:00Z,176,B757-200,Mainline,150,171,75,2025-08-05 21:10:00+00:00,2025-08-05 21:07:00+00:00,-3.0,172,14,47,145,145.0,1.0,False,False,0.013539651837524177,0.1111111111111111,0.4142857142857143,0.3206831119544592,0,0,0.1732778830215142,66.0,Difficult
UA,445,2025-08-07,ORD,ANC,2025-08-07T15:50:00Z,2025-08-07T19:35:00Z,2025-08-07T15:57:00Z,2025-08-07T19:36:00Z,179,B737-MAX9,Mainline,68,102,56,2025-08-07 15:50:00+00:00,2025-08-07 15:57:00+00:00,7.0,179,17,34,80,80.0,0.0,False,False,0.023210831721470017,0.0,0.22857142857142856,0.33396584440227706,0,0,0.11947070411118213,175.0,Medium
UA,1448,2025-08-14,ORD,BUF,2025-08-14T14:10:00Z,2025-08-14T16:55:00Z,2025-08-14T14:11:00Z,2025-08-14T16:37:00Z,126,B737-700,Mainline,74,49,43,2025-08-14 14:10:00+00:00,2025-08-14 14:11:00+00:00,1.0,129,8,26,37,37.0,0.0,False,False,0.017408123791102514,0.0,0.10571428571428572,0.23908918406072105,0,0,0.07418313109233211,299.0,Medium
UA,1842,2025-08-14,ORD,SAN,2025-08-14T20:20:00Z,2025-08-14T22:44:00Z,2025-08-14T20:29:00Z,2025-08-14T22:38:00Z,200,A321-2NX,Mainline,85,101,62,2025-08-14 20:20:00+00:00,2025-08-14 20:29:00+00:00,9.0,178,0,30,40,40.0,0.0,False,False,0.025145067698259187,0.0,0.11428571428571428,0.33206831119544594,0,0,0.0968143254057098,215.0,Medium
G7,4452,2025-08-13,ORD,RIC,2025-08-13T10:50:00Z,2025-08-13T13:57:00Z,2025-08-13T10:42:00Z,2025-08-13T14:24:00Z,50,CRJ-550,Express,58,61,29,2025-08-13 10:50:00+00:00,2025-08-13 10:42:00+00:00,-8.0,50,1,16,10,10.0,0.0,False,False,0.008704061895551257,0.0,0.02857142857142857,0.08918406072106262,0,0,0.026162316427163615,519.0,Easy
UA,1983,2025-08-13,ORD,LAX,2025-08-13T16:50:00Z,2025-08-13T19:21:00Z,2025-08-13T16:48:00Z,2025-08-13T19:03:00Z,179,B737-900,Mainline,67,92,56,2025-08-13 16:50:00+00:00,2025-08-13 16:48:00+00:00,-2.0,183,10,59,34,34.0,0.0,False,False,0.014506769825918761,0.0,0.09714285714285714,0.3415559772296015,0,0,0.09209179782226737,220.0,Medium
OO,5874,2025-08-03,ORD,PIA,2025-08-03T15:35:00Z,2025-08-03T16:43:00Z,2025-08-03T15:39:00Z,2025-08-03T16:42:00Z,50,CRJ-200,Express,58,41,29,2025-08-03 15:35:00+00:00,2025-08-03 15:39:00+00:00,4.0,52,12,14,25,25.0,0.0,False,False,0.020309477756286266,0.0,0.07142857142857142,0.09297912713472486,0,0,0.03897438303954513,480.0,Easy
UA,1710,2025-08-15,ORD,SMF,2025-08-15T19:59:00Z,2025-08-15T22:32:00Z,2025-08-16T00:23:00Z,2025-08-16T02:26:00Z,179,B737-900,Mainline,-193,52,56,2025-08-15 19:59:00+00:00,2025-08-16 00:23:00+00:00,264.0,98,1,20,52,52.0,0.0,True,False,0.2717601547388781,0.0,0.14857142857142858,0.18026565464895636,1,0,0.24729546306574043,9.0,Difficult
OO,5425,2025-08-02,ORD,STL,2025-08-02T13:11:00Z,2025-08-02T14:37:00Z,2025-08-02T13:10:00Z,2025-08-02T14:26:00Z,50,CRJ-550,Express,77,27,29,2025-08-02 13:11:00+00:00,2025-08-02 13:10:00+00:00,-1.0,48,0,9,30,30.0,0.0,False,False,0.015473887814313345,0.0,0.08571428571428572,0.08538899430740038,0,0,0.038862822348631226,483.0,Easy
UA,2609,2025-08-08,ORD,SNA,2025-08-08T09:04:00Z,2025-08-08T11:38:00Z,2025-08-08T08:58:00Z,2025-08-08T11:40:00Z,126,B737-700,Mainline,59,79,43,2025-08-08 09:04:00+00:00,2025-08-08 08:58:00+00:00,-6.0,172,3,70,19,19.0,0.0,False,False,0.010638297872340424,0.0,0.054285714285714284,0.3206831119544592,0,0,0.07818525460973683,301.0,Medium
OO,5859,2025-08-03,ORD,BZN,2025-08-03T07:15:00Z,2025-08-03T09:53:00Z,2025-08-03T07:09:00Z,2025-08-03T09:38:00Z,76,ERJ-175,Express,745,746,34,2025-08-03 07:15:00+00:00,2025-08-03 07:09:00+00:00,-6.0,101,16,35,2,2.0,0.0,False,False,0.010638297872340424,0.0,0.005714285714285714,0.1859582542694497,0,0,0.04152599735844922,460.0,Easy
UA,247,2025-08-10,ORD,OMA,2025-08-10T12:45:00Z,2025-08-10T14:22:00Z,2025-08-10T12:45:00Z,2025-08-10T14:26:00Z,150,A320-200,Mainline,56,99,46,2025-08-10 12:45:00+00:00,2025-08-10 12:45:00+00:00,0.0,163,18,48,47,47.0,0.0,False,False,0.01644100580270793,0.0,0.13428571428571429,0.30360531309297917,0,0,0.09251050721655107,263.0,Medium
UA,2665,2025-08-08,ORD,IAH,2025-08-08T21:07:00Z,2025-08-08T23:57:00Z,2025-08-08T21:07:00Z,2025-08-08T23:34:00Z,179,B737-MAX9,Mainline,72,53,56,2025-08-08 21:07:00+00:00,2025-08-08 21:07:00+00:00,0.0,170,13,28,68,68.0,4.0,False,False,0.01644100580270793,0.4444444444444444,0.19428571428571428,0.31688804554079697,0,0,0.19605594259500353,31.0,Difficult
G7,4599,2025-08-05,ORD,BHM,2025-08-05T19:45:00Z,2025-08-05T21:49:00Z,2025-08-05T20:06:00Z,2025-08-05T22:06:00Z,50,CRJ-550,Express,50,34,29,2025-08-05 19:45:00+00:00,2025-08-05 20:06:00+00:00,21.0,54,1,4,29,29.0,0.0,False,False,0.0367504835589942,0.0,0.08285714285714285,0.0967741935483871,0,0,0.04695141234880425,395.0,Medium
OO,5122,2025-08-11,ORD,EAU,2025-08-11T12:25:00Z,2025-08-11T13:54:00Z,2025-08-11T12:24:00Z,2025-08-11T14:02:00Z,50,CRJ-200,Express,55,51,29,2025-08-11 12:25:00+00:00,2025-08-11 12:24:00+00:00,-1.0,50,5,18,12,12.0,0.0,False,False,0.015473887814313345,0.0,0.03428571428571429,0.08918406072106262,0,0,0.029336121345649384,541.0,Easy
OO,5250,2025-08-11,ORD,BNA,2025-08-11T17:50:00Z,2025-08-11T19:39:00Z,2025-08-11T18:04:00Z,2025-08-11T19:52:00Z,76,ERJ-175,Express,62,64,34,2025-08-11 17:50:00+00:00,2025-08-11 18:04:00+00:00,14.0,68,5,12,12,12.0,0.0,False,False,0.029980657640232108,0.0,0.03428571428571429,0.12333965844402277,0,0,0.04051927183801704,455.0,Medium
G7,4599,2025-08-04,ORD,BHM,2025-08-04T19:45:00Z,2025-08-04T21:49:00Z,2025-08-04T20:40:00Z,2025-08-04T22:36:00Z,50,CRJ-550,Express,65,116,29,2025-08-04 19:45:00+00:00,2025-08-04 20:40:00+00:00,55.0,59,0,7,22,22.0,0.0,False,False,0.06963249516441006,0.0,0.06285714285714286,0.1062618595825427,0,0,0.05471354903726013,387.0,Medium
G7,4395,2025-08-02,ORD,TVC,2025-08-02T18:15:00Z,2025-08-02T20:38:00Z,2025-08-02T18:14:00Z,2025-08-02T20:26:00Z,50,CRJ-550,Express,200,222,29,2025-08-02 18:15:00+00:00,2025-08-02 18:14:00+00:00,-1.0,62,0,6,36,36.0,0.0,False,False,0.015473887814313345,0.0,0.10285714285714286,0.11195445920303605,0,0,0.04760448675632979,432.0,Easy
OO,5499,2025-08-08,ORD,SBN,2025-08-08T19:35:00Z,2025-08-08T21:35:00Z,2025-08-08T19:35:00Z,2025-08-08T21:32:00Z,50,CRJ-200,Express,68,82,29,2025-08-08 19:35:00+00:00,2025-08-08 19:35:00+00:00,0.0,34,7,12,8,8.0,0.0,False,False,0.01644100580270793,0.0,0.022857142857142857,0.058823529411764705,0,0,0.02126843619459389,554.0,Easy
OO,5108,2025-08-04,ORD,SLN,2025-08-04T16:45:00Z,2025-08-04T18:50:00Z,2025-08-04T16:37:00Z,2025-08-04T18:26:00Z,50,CRJ-200,Express,85,81,29,2025-08-04 16:45:00+00:00,2025-08-04 16:37:00+00:00,-8.0,49,0,18,21,21.0,0.0,False,False,0.008704061895551257,0.0,0.06,0.08728652751423151,0,0,0.03206852407151168,522.0,Easy
OO,5608,2025-08-09,ORD,GRB,2025-08-09T11:10:00Z,2025-08-09T12:23:00Z,2025-08-09T11:05:00Z,2025-08-09T12:18:00Z,50,CRJ-200,Express,93,105,29,2025-08-09 11:10:00+00:00,2025-08-09 11:05:00+00:00,-5.0,52,0,16,37,37.0,0.0,False,False,0.011605415860735008,0.0,0.10571428571428572,0.09297912713472486,0,0,0.04322030732802262,431.0,Easy
OO,4718,2025-08-08,ORD,DAY,2025-08-08T14:30:00Z,2025-08-08T16:58:00Z,2025-08-08T14:22:00Z,2025-08-08T16:54:00Z,50,CRJ-550,Express,75,83,29,2025-08-08 14:30:00+00:00,2025-08-08 14:22:00+00:00,-8.0,52,2,3,43,43.0,0.0,False,False,0.008704061895551257,0.0,0.12285714285714286,0.09297912713472486,0,0,0.04577847256703892,418.0,Medium
G7,4173,2025-08-10,ORD,AVL,2025-08-10T13:55:00Z,2025-08-10T16:55:00Z,2025-08-10T17:30:00Z,2025-08-10T20:21:00Z,50,CRJ-550,Express,25,83,29,2025-08-10 13:55:00+00:00,2025-08-10 17:30:00+00:00,215.0,60,3,17,10,10.0,0.0,True,False,0.22437137330754353,0.0,0.02857142857142857,0.10815939278937382,1,0,0.19465757626442354,44.0,Difficult
G7,4599,2025-08-03,ORD,BHM,2025-08-03T19:45:00Z,2025-08-03T21:49:00Z,2025-08-03T19:42:00Z,2025-08-03T21:22:00Z,50,CRJ-550,Express,50,40,29,2025-08-03 19:45:00+00:00,2025-08-03 19:42:00+00:00,-3.0,51,0,11,13,13.0,0.0,False,False,0.013539651837524177,0.0,0.037142857142857144,0.09108159392789374,0,0,0.029706785765407428,528.0,Easy
UA,907,2025-08-06,ORD,FRA,2025-08-06T18:25:00Z,2025-08-07T09:55:00Z,2025-08-06T20:38:00Z,2025-08-07T12:12:00Z,318,B787-10,Mainline,185,302,155,2025-08-06 18:25:00+00:00,2025-08-06 20:38:00+00:00,133.0,316,0,144,136,136.0,0.0,False,True,0.14506769825918764,0.0,0.38857142857142857,0.5939278937381404,0,1,0.2400201739396701,19.0,Difficult
UA,219,2025-08-03,ORD,HNL,2025-08-03T09:30:00Z,2025-08-03T13:30:00Z,2025-08-03T09:25:00Z,2025-08-03T13:00:00Z,318,B787-10,Mainline,191,206,88,2025-08-03 09:30:00+00:00,2025-08-03 09:25:00+00:00,-5.0,389,26,123,177,177.0,0.0,False,True,0.011605415860735008,0.0,0.5057142857142857,0.7324478178368121,0,1,0.2511140454684401,14.0,Difficult
UA,2106,2025-08-08,ORD,SFO,2025-08-08T21:40:00Z,2025-08-09T00:30:00Z,2025-08-08T21:49:00Z,2025-08-09T00:31:00Z,200,A321-2NX,Mainline,85,116,70,2025-08-08 21:40:00+00:00,2025-08-08 21:49:00+00:00,9.0,232,1,47,100,100.0,0.0,False,True,0.025145067698259187,0.0,0.2857142857142857,0.4345351043643264,0,1,0.1515933983252002,84.0,Difficult
UA,1941,2025-08-11,ORD,CVG,2025-08-11T14:26:00Z,2025-08-11T16:52:00Z,2025-08-11T14:21:00Z,2025-08-11T16:39:00Z,126,A319-100,Mainline,71,58,43,2025-08-11 14:26:00+00:00,2025-08-11 14:21:00+00:00,-5.0,133,3,10,46,46.0,0.0,False,False,0.011605415860735008,0.0,0.13142857142857142,0.24667931688804554,0,0,0.0791032024215439,294.0,Medium
UA,556,2025-08-11,ORD,CLT,2025-08-11T07:00:00Z,2025-08-11T10:12:00Z,2025-08-11T07:06:00Z,2025-08-11T10:06:00Z,179,B737-900,Mainline,447,443,56,2025-08-11 07:00:00+00:00,2025-08-11 07:06:00+00:00,6.0,197,9,63,7,7.0,0.0,False,False,0.022243713733075435,0.0,0.02,0.36812144212523723,0,0,0.08429740254497009,278.0,Medium
UA,467,2025-08-01,ORD,CMH,2025-08-01T14:21:00Z,2025-08-01T16:52:00Z,2025-08-01T14:32:00Z,2025-08-01T16:43:00Z,126,A319-100,Mainline,66,80,43,2025-08-01 14:21:00+00:00,2025-08-01 14:32:00+00:00,11.0,132,1,16,79,79.0,3.0,False,False,0.027079303675048357,0.3333333333333333,0.2257142857142857,0.24478178368121442,0,0,0.1688896716482812,81.0,Difficult
UA,2653,2025-08-06,ORD,RDU,2025-08-06T10:37:00Z,2025-08-06T13:44:00Z,2025-08-06T10:34:00Z,2025-08-06T13:47:00Z,179,B737-MAX9,Mainline,67,75,56,2025-08-06 10:37:00+00:00,2025-08-06 10:34:00+00:00,-3.0,206,6,66,23,23.0,0.0,False,False,0.013539651837524177,0.0,0.06571428571428571,0.3851992409867173,0,0,0.09424460089145786,219.0,Medium
UA,1182,2025-08-12,ORD,SJC,2025-08-12T19:55:00Z,2025-08-12T22:35:00Z,2025-08-12T23:37:00Z,2025-08-13T01:50:00Z,150,A320-200,Mainline,60,161,46,2025-08-12 19:55:00+00:00,2025-08-12 23:37:00+00:00,222.0,109,1,19,66,66.0,0.0,False,False,0.2311411992263056,0.0,0.18857142857142858,0.20113851992409867,0,0,0.14728434946699712,93.0,Difficult
UA,763,2025-08-02,ORD,PWM,2025-08-02T10:58:00Z,2025-08-02T14:24:00Z,2025-08-02T10:54:00Z,2025-08-02T14:15:00Z,166,B737-800,Mainline,73,78,51,2025-08-02 10:58:00+00:00,2025-08-02 10:54:00+00:00,-4.0,272,0,72,34,34.0,0.0,False,True,0.012572533849129593,0.0,0.09714285714285714,0.5104364326375711,0,1,0.12528761811082453,208.0,Medium
UA,609,2025-08-07,ORD,PHX,2025-08-07T13:34:00Z,2025-08-07T15:22:00Z,2025-08-07T13:35:00Z,2025-08-07T15:24:00Z,179,B737-900,Mainline,68,76,56,2025-08-07 13:34:00+00:00,2025-08-07 13:35:00+00:00,1.0,190,1,101,35,35.0,0.0,False,False,0.017408123791102514,0.0,0.1,0.3548387096774194,0,0,0.09619017907281463,243.0,Medium
UA,2138,2025-08-14,ORD,LGA,2025-08-14T14:05:00Z,2025-08-14T17:27:00Z,2025-08-14T14:32:00Z,2025-08-14T17:42:00Z,166,B737-800,Mainline,94,53,51,2025-08-14 14:05:00+00:00,2025-08-14 14:32:00+00:00,27.0,213,10,63,43,43.0,0.0,False,False,0.0425531914893617,0.0,0.12285714285714286,0.3984819734345351,0,0,0.11703378070514411,137.0,Medium
OO,5392,2025-08-14,ORD,OKC,2025-08-14T19:36:00Z,2025-08-14T22:03:00Z,2025-08-14T19:35:00Z,2025-08-14T21:55:00Z,70,ERJ-175,Express,46,37,34,2025-08-14 19:36:00+00:00,2025-08-14 19:35:00+00:00,-1.0,55,7,7,39,39.0,0.0,False,False,0.015473887814313345,0.0,0.11142857142857143,0.09867172675521822,0,0,0.046662225981051936,414.0,Medium
UA,1577,2025-08-05,ORD,SFO,2025-08-05T14:40:00Z,2025-08-05T17:26:00Z,2025-08-05T15:15:00Z,2025-08-05T17:29:00Z,234,B757-300,Mainline,57,76,66,2025-08-05 14:40:00+00:00,2025-08-05 15:15:00+00:00,35.0,287,2,134,58,58.0,2.0,True,True,0.05029013539651837,0.2222222222222222,0.1657142857142857,0.5388994307400379,1,1,0.3004542283542647,3.0,Difficult
G7,4491,2025-08-04,ORD,CAE,2025-08-04T18:30:00Z,2025-08-04T21:45:00Z,2025-08-04T18:25:00Z,2025-08-04T21:51:00Z,50,CRJ-550,Express,100,46,29,2025-08-04 18:30:00+00:00,2025-08-04 18:25:00+00:00,-5.0,47,0,7,13,13.0,1.0,False,False,0.011605415860735008,0.1111111111111111,0.037142857142857144,0.08349146110056926,0,0,0.04983071062912801,417.0,Medium
UA,2039,2025-08-11,ORD,MCO,2025-08-11T17:51:00Z,2025-08-11T21:47:00Z,2025-08-11T17:49:00Z,2025-08-11T21:27:00Z,200,A321-2NX,Mainline,74,101,62,2025-08-11 17:51:00+00:00,2025-08-11 17:49:00+00:00,-2.0,221,22,19,70,70.0,2.0,False,False,0.014506769825918761,0.2222222222222222,0.2,0.4136622390891841,0,0,0.17152892321005692,30.0,Difficult
UA,3,2025-08-01,ORD,ZRH,2025-08-01T15:55:00Z,2025-08-02T07:45:00Z,2025-08-01T15:43:00Z,2025-08-02T06:58:00Z,167,B767-300,Mainline,185,184,145,2025-08-01 15:55:00+00:00,2025-08-01 15:43:00+00:00,-12.0,177,6,70,90,90.0,0.0,False,False,0.004835589941972919,0.0,0.2571428571428571,0.3301707779886148,0,0,0.11891340400888627,222.0,Medium
YX,3638,2025-08-11,ORD,CHS,2025-08-11T10:35:00Z,2025-08-11T14:02:00Z,2025-08-11T10:29:00Z,2025-08-11T13:40:00Z,76,ERJ-175,Express,78,80,34,2025-08-11 10:35:00+00:00,2025-08-11 10:29:00+00:00,-6.0,85,10,32,9,9.0,0.0,False,False,0.010638297872340424,0.0,0.025714285714285714,0.15559772296015179,0,0,0.03945389109658963,462.0,Easy
OO,5219,2025-08-06,ORD,GRB,2025-08-06T20:20:00Z,2025-08-06T21:37:00Z,2025-08-06T20:40:00Z,2025-08-06T21:56:00Z,50,CRJ-550,Express,89,108,29,2025-08-06 20:20:00+00:00,2025-08-06 20:40:00+00:00,20.0,30,0,1,35,35.0,1.0,False,False,0.035783365570599614,0.1111111111111111,0.1,0.05123339658444023,0,0,0.06320391121029016,312.0,Medium
OO,5699,2025-08-01,ORD,SAV,2025-08-01T18:18:00Z,2025-08-01T21:50:00Z,2025-08-01T19:16:00Z,2025-08-01T22:36:00Z,76,ERJ-175,Express,80,112,70,2025-08-01 18:18:00+00:00,2025-08-01 19:16:00+00:00,58.0,78,0,8,67,67.0,1.0,False,False,0.07253384912959382,0.1111111111111111,0.19142857142857142,0.14231499051233396,0,0,0.11073108934928144,250.0,Medium
UA,2683,2025-08-10,ORD,SAN,2025-08-10T14:06:00Z,2025-08-10T16:28:00Z,2025-08-10T14:53:00Z,2025-08-10T17:05:00Z,166,B737-800,Mainline,63,63,51,2025-08-10 14:06:00+00:00,2025-08-10 14:53:00+00:00,47.0,177,0,90,43,43.0,1.0,False,False,0.061895551257253385,0.1111111111111111,0.12285714285714286,0.3301707779886148,0,0,0.1313964717685498,120.0,Medium
UA,1778,2025-08-08,ORD,OMA,2025-08-08T08:50:00Z,2025-08-08T10:32:00Z,2025-08-08T08:49:00Z,2025-08-08T10:33:00Z,126,A319-100,Mainline,68,82,43,2025-08-08 08:50:00+00:00,2025-08-08 08:49:00+00:00,-1.0,122,11,19,38,38.0,3.0,False,False,0.015473887814313345,0.3333333333333333,0.10857142857142857,0.22580645161290322,0,0,0.13818440904782703,110.0,Difficult
YX,3604,2025-08-04,ORD,CMH,2025-08-04T19:35:00Z,2025-08-04T22:08:00Z,2025-08-04T19:34:00Z,2025-08-04T21:44:00Z,76,ERJ-175,Express,42,43,39,2025-08-04 19:35:00+00:00,2025-08-04 19:34:00+00:00,-1.0,87,3,9,25,25.0,1.0,False,False,0.015473887814313345,0.1111111111111111,0.07142857142857142,0.15939278937381404,0,0,0.07302866072699332,321.0,Medium
UA,2232,2025-08-05,ORD,MSP,2025-08-05T07:24:00Z,2025-08-05T09:03:00Z,2025-08-05T08:56:00Z,2025-08-05T10:30:00Z,166,B737-800,Mainline,454,511,51,2025-08-05 07:24:00+00:00,2025-08-05 08:56:00+00:00,92.0,137,11,33,9,9.0,0.0,False,False,0.10541586073500966,0.0,0.025714285714285714,0.25426944971537,0,0,0.08762150530643405,251.0,Medium
UA,2278,2025-08-07,ORD,SEA,2025-08-07T16:15:00Z,2025-08-07T18:58:00Z,2025-08-07T21:48:00Z,2025-08-08T00:20:00Z,200,A321-2NX,Mainline,-240,79,70,2025-08-07 16:15:00+00:00,2025-08-07 21:48:00+00:00,333.0,222,8,56,79,79.0,1.0,True,False,0.33849129593810445,0.1111111111111111,0.2257142857142857,0.4155597722960152,1,0,0.35202442260571376,1.0,Difficult
YX,3440,2025-08-13,ORD,YYZ,2025-08-13T07:04:00Z,2025-08-13T09:58:00Z,2025-08-13T07:02:00Z,2025-08-13T09:45:00Z,76,ERJ-175,Express,1094,1106,42,2025-08-13 07:04:00+00:00,2025-08-13 07:02:00+00:00,-2.0,74,0,25,29,29.0,0.0,False,False,0.014506769825918761,0.0,0.08285714285714285,0.13472485768500947,0,0,0.0478684310562061,389.0,Medium
OO,5448,2025-08-09,ORD,FWA,2025-08-09T14:00:00Z,2025-08-09T16:12:00Z,2025-08-09T15:51:00Z,2025-08-09T17:55:00Z,50,CRJ-200,Express,-16,112,29,2025-08-09 14:00:00+00:00,2025-08-09 15:51:00+00:00,111.0,40,8,9,33,33.0,0.0,True,False,0.12379110251450676,0.0,0.09428571428571429,0.07020872865275142,1,0,0.17003621934204516,76.0,Difficult
OO,5565,2025-08-13,ORD,CHO,2025-08-13T14:04:00Z,2025-08-13T17:43:00Z,2025-08-13T14:15:00Z,2025-08-13T17:43:00Z,50,CRJ-550,Express,41,77,29,2025-08-13 14:04:00+00:00,2025-08-13 14:15:00+00:00,11.0,56,4,13,18,18.0,0.0,False,False,0.027079303675048357,0.0,0.05142857142857143,0.10056925996204934,0,0,0.03852335738063867,449.0,Easy
YX,3520,2025-08-06,ORD,BDL,2025-08-06T08:50:00Z,2025-08-06T12:22:00Z,2025-08-06T08:46:00Z,2025-08-06T12:20:00Z,76,ERJ-175,Express,1087,1093,34,2025-08-06 08:50:00+00:00,2025-08-06 08:46:00+00:00,-4.0,70,5,16,30,30.0,0.0,False,False,0.012572533849129593,0.0,0.08571428571428572,0.127134724857685,0,0,0.046341562269133024,379.0,Medium
UA,2038,2025-08-06,ORD,BUF,2025-08-06T07:15:00Z,2025-08-06T09:54:00Z,2025-08-06T07:06:00Z,2025-08-06T09:39:00Z,126,A319-100,Mainline,599,617,43,2025-08-06 07:15:00+00:00,2025-08-06 07:06:00+00:00,-9.0,160,7,23,16,16.0,0.0,False,False,0.007736943907156672,0.0,0.045714285714285714,0.29791271347248577,0,0,0.0710464830095013,288.0,Medium
UA,1316,2025-08-15,ORD,SRQ,2025-08-15T11:14:00Z,2025-08-15T15:10:00Z,2025-08-15T11:04:00Z,2025-08-15T14:57:00Z,126,B737-700,Mainline,105,112,43,2025-08-15 11:14:00+00:00,2025-08-15 11:04:00+00:00,-10.0,140,1,45,38,38.0,0.0,False,False,0.006769825918762087,0.0,0.10857142857142857,0.2599620493358634,0,0,0.07573764335708702,278.0,Medium
UA,1761,2025-08-07,ORD,FAT,2025-08-07T19:57:00Z,2025-08-07T22:30:00Z,2025-08-07T20:04:00Z,2025-08-07T22:35:00Z,126,B737-700,Mainline,167,161,51,2025-08-07 19:57:00+00:00,2025-08-07 20:04:00+00:00,7.0,156,1,56,48,48.0,2.0,False,False,0.023210831721470017,0.2222222222222222,0.13714285714285715,0.2903225806451613,0,0,0.13690078151848917,129.0,Medium
G7,4571,2025-08-12,ORD,XNA,2025-08-12T20:00:00Z,2025-08-12T22:06:00Z,2025-08-12T23:02:00Z,2025-08-13T01:01:00Z,50,CRJ-550,Express,405,556,29,2025-08-12 20:00:00+00:00,2025-08-12 23:02:00+00:00,182.0,38,0,6,20,20.0,2.0,False,False,0.19245647969052226,0.2222222222222222,0.05714285714285714,0.06641366223908919,0,0,0.12689269222799038,140.0,Medium
UA,2862,2025-08-14,ORD,IAD,2025-08-14T10:50:00Z,2025-08-14T13:49:00Z,2025-08-14T10:49:00Z,2025-08-14T13:34:00Z,179,B737-MAX9,Mainline,67,78,56,2025-08-14 10:50:00+00:00,2025-08-14 10:49:00+00:00,-1.0,193,10,61,65,65.0,0.0,False,False,0.015473887814313345,0.0,0.18571428571428572,0.3605313092979127,0,0,0.1138912853467337,149.0,Medium
UA,2195,2025-08-02,ORD,BDL,2025-08-02T11:06:00Z,2025-08-02T14:24:00Z,2025-08-02T12:08:00Z,2025-08-02T15:06:00Z,166,B737-800,Mainline,-33,51,51,2025-08-02 11:06:00+00:00,2025-08-02 12:08:00+00:00,62.0,192,4,56,56,56.0,0.0,True,False,0.07640232108317214,0.0,0.16,0.3586337760910816,1,0,0.22664745154316798,34.0,Difficult
YX,3604,2025-08-05,ORD,CMH,2025-08-05T19:35:00Z,2025-08-05T22:08:00Z,2025-08-05T19:28:00Z,2025-08-05T21:50:00Z,76,ERJ-175,Express,49,48,39,2025-08-05 19:35:00+00:00,2025-08-05 19:28:00+00:00,-7.0,88,3,17,24,24.0,1.0,False,False,0.00967117988394584,0.1111111111111111,0.06857142857142857,0.16129032258064516,0,0,0.07109592641782073,301.0,Medium
UA,1741,2025-08-10,ORD,JAC,2025-08-10T09:20:00Z,2025-08-10T11:35:00Z,2025-08-10T09:16:00Z,2025-08-10T11:39:00Z,126,B737-700,Mainline,107,120,43,2025-08-10 09:20:00+00:00,2025-08-10 09:16:00+00:00,-4.0,163,4,40,49,49.0,0.0,False,False,0.012572533849129593,0.0,0.14,0.30360531309297917,0,0,0.09249282277333472,264.0,Medium
YX,3464,2025-08-06,ORD,PIT,2025-08-06T21:15:00Z,2025-08-06T23:58:00Z,2025-08-06T21:38:00Z,2025-08-07T00:01:00Z,70,ERJ-170,Express,164,183,34,2025-08-06 21:15:00+00:00,2025-08-06 21:38:00+00:00,23.0,59,8,7,33,33.0,0.0,False,False,0.03868471953578337,0.0,0.09428571428571429,0.1062618595825427,0,0,0.05171493063438641,351.0,Medium
G7,4517,2025-08-01,ORD,SCE,2025-08-01T14:10:00Z,2025-08-01T17:01:00Z,2025-08-01T13:58:00Z,2025-08-01T16:40:00Z,50,CRJ-550,Express,127,139,29,2025-08-01 14:10:00+00:00,2025-08-01 13:58:00+00:00,-12.0,49,1,2,24,24.0,0.0,False,False,0.004835589941972919,0.0,0.06857142857142857,0.08728652751423151,0,0,0.03262226819972389,540.0,Easy
OO,5108,2025-08-01,ORD,SLN,2025-08-01T16:45:00Z,2025-08-01T18:50:00Z,2025-08-01T16:46:00Z,2025-08-01T18:47:00Z,50,CRJ-200,Express,70,92,29,2025-08-01 16:45:00+00:00,2025-08-01 16:46:00+00:00,1.0,44,0,18,15,15.0,1.0,False,False,0.017408123791102514,0.1111111111111111,0.04285714285714286,0.0777988614800759,0,0,0.051575860226996735,442.0,Medium
